,greV,greQ,greA,cgpa,univName
280498,162.0,165.0,4.0,3.81,UCSD
280503,156.0,163.0,4.5,3.6,University Of Texas At Austin
280527,163.0,166.0,5.0,3.6,Columbia University
280543,157.0,149.0,5.5,3.14,Boston University
280550,160.0,162.0,4.0,3.78,University Of Oregon
280558,154.0,158.0,4.0,3.93,Arizona State University
280561,170.0,160.0,5.0,3.7,UCSD
280610,162.0,170.0,4.0,3.95,Duke University
280632,157.0,168.0,3.5,3.4,University Of Rochester
280652,165.0,166.0,4.5,3.78,"University Of California, Berkeley"
280664,153.0,168.0,3.5,3.8,Columbia University
280669,165.0,169.0,4.5,3.35,Boston University
280692,156.0,156.0,4.0,3.41,University Of Southern California (USC)
280707,153.1914893617021,170.2127659574468,3.0,3.92,Arizona State University
280708,155.0,167.0,3.5,3.64,University Of Houston
280719,170.0,157.0,4.5,3.99,"University Of California, Berkeley"
280723,160.0,155.0,3.0,3.3,UCLA
280726,166.0,152.0,2.5,3.71,Oregon State University
280732,150.0,139.0,0.0,3.67,University Of Cincinnati
280750,161.0,164.0,5.0,3.92,"University Of California, Berkeley"
280751,162.0,167.0,4.0,3.8,UC Davis
280754,170.0,164.0,5.0,3.71,"University Of California, Berkeley"
280786,145.0,145.0,4.0,3.5,Florida State University
280800,161.0,165.0,4.0,3.95,Northeastern University
280804,170.0,165.0,4.5,3.99,Yale University
280818,152.0,168.0,3.0,3.64,University Of Virginia
280820,152.0,168.0,3.0,3.64,University Of Virginia
280821,164.0,167.0,4.0,3.91,Stanford University
280823,161.0,153.0,5.0,3.82,University Of Iowa
280824,157.0,154.0,4.5,3.28,George Washington University
280827,156.0,170.0,4.5,3.96,UCLA
280832,169.0,154.0,5.5,3.92,Washington University in St. Louis (WashU/WUSTL)
280836,157.0,160.0,5.5,3.76,Northeastern University
280837,166.0,170.0,5.5,3.7,UC Berkeley
280838,160.0,165.0,4.0,3.95,University Of Oregon
280845,143.0,147.0,5.0,3.7,University Of Southern California
280851,153.0,147.0,4.0,4.0,UIUC
280858,158.0,170.0,5.0,3.8,"University Of California, Berkeley"
280870,157.0,170.0,0.0,3.6,University Of Colorado Boulder
280877,166.0,164.0,5.5,3.62,Columbia University
280885,156.0,159.0,4.5,3.27,UC Davis
280893,169.0,167.0,5.5,3.62,Northeastern University
280896,157.0,169.0,5.0,3.68,Duke University
280917,169.0,145.0,5.0,3.5,Temple University
280921,156.0,155.0,4.0,3.92,Florida State University
280944,161.0,169.0,4.5,3.88,"University Of California, Berkeley"
280950,166.0,168.0,4.0,3.46,Oregon State University
280981,160.0,170.0,4.5,3.8,Duke University
280985,170.0,170.0,5.5,4.0,Princeton University
281006,164.0,167.0,5.5,3.3,Emory University
281013,162.0,158.0,4.0,3.85,Ohio State University
281026,164.0,167.0,5.5,3.98,Columbia University
281027,148.0,170.0,3.0,3.77,UC Berkeley
281069,167.0,161.0,5.0,3.75,Columbia University
281088,148.0,162.0,2.5,3.99,UC Berkeley
281092,161.0,155.0,4.5,3.85,University Of Iowa
281098,158.0,154.0,5.0,4.0,University Of Rochester
281118,165.0,168.0,4.0,3.8,University Of Michigan
281119,165.0,168.0,4.0,3.8,University Of Minnesota
281122,165.0,168.0,4.0,3.8,University Of Wisconsin-Madison
281123,165.0,168.0,4.0,3.8,UCLA
281131,169.0,142.0,4.0,3.5,Stony Brook University
281132,165.0,155.0,0.0,3.41,UCSD
281141,167.0,158.0,5.0,3.41,University Of Delaware
281156,170.0,162.0,5.5,3.84,Harvard University
281157,167.0,161.0,5.5,3.93,UC Irvine
281158,167.0,162.0,4.5,3.5,Washington University in St. Louis (WashU/WUSTL)
281164,165.0,158.0,4.5,3.99,University Of Iowa
281183,130.0,148.93617021276594,5.0,3.7,USC
281238,161.0,168.0,5.5,3.61,University Of Wisconsin - Madison
281276,161.0,157.0,4.5,3.9,Rice University
281285,161.0,153.0,4.5,3.88,University Of Florida
281299,149.0,149.0,3.5,3.63,Stony Brook University
281317,157.0,154.0,5.5,3.2,Boston University
281328,147.0,159.0,0.0,3.9,University Of Michigan
281348,158.0,158.0,4.5,3.9,University Of Florida
281356,156.0,166.0,4.5,4.0,UC Berkeley
281372,161.0,159.0,4.0,3.65,Boston University
281377,149.0,155.0,5.5,3.9,Northwestern University
281379,149.0,155.0,5.5,3.9,University Of Cincinnati
281410,151.0,169.0,3.5,3.88,Texas A&M University
281427,157.0,166.0,3.5,4.0,University Of Minnesota
281463,146.80851063829786,130.0,3.5,3.81,University Of Michigan
281465,155.0,163.0,3.0,3.7,Iowa State University
281477,157.0,161.0,4.0,3.3,University Of Notre Dame
281487,151.0,164.0,3.5,3.7,Boston University
281490,158.0,170.0,4.5,3.82,Purdue University
281508,151.0,164.0,3.5,3.7,University Of Arizona
281510,162.0,158.0,4.5,3.77,University Of Michigan
281514,151.0,164.0,3.5,3.7,University Of Oregon
281547,167.0,170.0,5.0,3.96,University Of Minnesota
281552,167.0,170.0,5.0,3.96,University Of Washington
281553,150.0,159.0,3.5,3.5,University Of Oregon
281554,156.0,163.0,4.0,3.6,University Of Oregon
281556,162.0,161.0,5.0,3.74,UC Berkeley
281558,152.0,169.0,3.0,3.5,University Of Oregon
281559,168.0,170.0,5.0,3.96,UC Berkeley
281575,160.0,166.0,4.0,3.55,University Of Oregon
281626,164.0,167.0,4.5,3.61,University Of Oregon
281653,154.0,170.0,4.0,3.86,UCLA
281654,148.0,166.0,3.0,3.63,UC Berkeley
281656,154.0,159.0,4.0,3.22,UC Berkeley
281661,150.0,150.0,3.5,3.3,University Of Michigan
281670,163.0,161.0,5.0,3.75,University Of Illinois At Urbana-Champaign
281672,160.0,156.0,4.0,3.21,UC Davis
281711,153.0,154.0,4.0,3.74,UT Austin
281716,157.0,170.0,3.5,3.3,UIUC
281734,162.0,162.0,5.0,4.18,Cornell University
281737,166.0,167.0,6.0,3.9,University Of Notre Dame
281746,153.0,166.0,4.0,3.77,University Of Virginia
281752,170.0,168.0,6.0,3.9,Stanford University
281780,164.0,162.0,5.0,3.71,Washington University in St. Louis (WashU/WUSTL)
281781,158.0,167.0,3.5,3.96,University Of Michigan
281782,163.0,154.0,6.0,3.99,University Of Notre Dame
281794,169.0,154.0,4.5,3.7,"University Of Wisconsin, Madison"
281817,169.0,162.0,3.0,3.96,University Of Notre Dame
281823,140.4255319148936,170.2127659574468,6.0,3.72,USC
281825,148.0,163.0,4.0,4.0,UCLA
281829,170.0,165.0,5.0,3.92,University Of Notre Dame
281843,163.0,150.0,3.5,3.65,University Of Michigan
281854,162.0,157.0,3.0,3.9,Johns Hopkins University
281875,161.0,146.0,5.0,3.89,University Of Connecticut
281881,140.4255319148936,170.2127659574468,3.5,3.8,North Carolina State University (NCSU)
281913,160.0,162.0,4.0,3.78,Florida State University
281915,155.0,166.0,5.0,3.52,University Of Maryland
281922,165.0,156.0,0.0,4.0,University Of Maryland
281924,166.0,168.0,6.0,3.97,University Of Arizona
281926,140.4255319148936,148.93617021276594,5.5,3.9,Columbia University
281929,157.0,167.0,4.5,3.6,Arizona State University
281931,130.0,163.82978723404256,4.5,3.8,University Of Maryland
281943,165.0,152.0,5.5,3.9,University Of Georgia
281948,169.0,160.0,4.0,3.3,University Of Minnesota
281949,153.0,162.0,4.0,3.7,UIUC
281954,153.0,156.0,0.0,3.6,University Of Minnesota
281962,150.0,159.0,3.5,3.5,Florida State University
281973,162.0,167.0,4.5,3.88,Cornell University
281975,164.0,161.0,4.0,3.2,Brown University
281997,159.0,149.0,5.0,3.93,Stony Brook University
282005,168.0,167.0,5.0,4.0,Harvard University
282008,152.0,168.0,3.5,3.8,University Of Michigan
282011,157.0,162.0,5.5,3.92,Boston University
282016,160.0,170.0,4.0,3.92,University Of Wisconsin - Madison
282030,155.0,170.0,4.0,3.73,Harvard University
282031,145.0,165.0,3.5,3.72,Carnegie Mellon University
282035,170.0,162.0,6.0,3.85,Columbia University
282040,167.0,168.0,4.0,3.09,Columbia University
282061,159.0,169.0,4.0,3.81,University Of Arizona
282070,161.0,163.0,4.0,4.0,University Of Wisconsin-Madison
282077,157.4468085106383,131.91489361702128,4.0,3.7,Georgetown University
282080,155.0,160.0,3.0,3.4,UC Irvine
282084,160.0,155.0,5.5,3.3,UCLA
282103,162.0,164.0,4.5,3.71,Columbia University
282115,162.0,161.0,4.0,3.7,University Of Utah
282121,170.0,168.0,6.0,3.99,Columbia University
282127,142.0,157.0,3.0,3.69,University Of Texas At Dallas
282140,170.0,165.0,5.0,3.3,Columbia University
282151,158.0,159.0,4.5,3.69,"University Of Michigan, Ann Arbor"
282153,167.0,154.0,5.5,3.7,University Of Southern California (USC)
282158,158.0,159.0,4.5,3.69,"University Of California, San Diego"
282167,147.0,162.0,2.5,3.15,Clemson University
282181,154.0,170.0,3.0,3.9,University Of Wisconsin-Madison
282192,154.0,170.0,3.0,3.0,University Of Wisconsin-Madison
282204,159.0,170.0,3.0,3.6,University Of Wisconsin-Madison
282210,162.0,161.0,4.5,3.59,University Of Pittsburgh
282211,170.0,157.0,5.0,3.6,UCLA
282218,169.0,166.0,3.0,3.85,University Of Wisconsin-Madison
282220,170.0,164.0,4.5,3.86,"University Of Wisconsin, Madison"
282222,166.0,165.0,4.5,3.91,Cornell University
282232,151.0,170.0,4.0,3.68,UCSD
282233,168.0,168.0,4.5,4.0,University Of Wisconsin-Madison
282234,151.0,170.0,4.0,3.68,UC Davis
282235,151.0,170.0,4.0,3.68,Penn State University
282247,146.0,163.0,3.0,3.87,"University Of Maryland, College Park"
282248,156.0,161.0,5.0,3.9,University Of Florida
282250,154.0,158.0,4.5,3.45,"University Of Maryland, College Park"
282265,163.0,170.0,4.5,3.91,University Of Chicago
282276,169.0,152.0,3.5,3.86,Boston University
282287,160.0,167.0,5.0,3.64,North Carolina State University
282289,169.0,158.0,4.0,3.8,University Of Texas At Austin
282292,162.0,158.0,4.0,3.1,North Carolina State University
282296,166.0,161.0,4.5,3.6,University Of Pennsylvania
282314,150.0,145.0,3.0,3.29,George Mason University
282333,151.06382978723403,165.95744680851064,3.0,4.0,Arizona State University
282342,166.0,160.0,5.0,3.8,University Of Chicago
282358,152.0,162.0,4.5,3.7,UIUC
282370,156.0,159.0,4.0,4.0,"University Of California, San Diego"
282398,166.0,168.0,5.0,3.99,University Of Virginia
282409,154.0,154.0,3.5,4.0,UIUC
282419,169.0,170.0,5.0,3.1,University Of Virginia
282420,151.0,157.0,4.5,3.71,"University Of Wisconsin, Madison"
282425,163.0,154.0,5.0,3.2,University Of Texas At Austin
282429,152.0,168.0,3.0,3.64,University Of Georgia
282446,152.0,165.0,3.5,3.5,University Of Virginia
282455,168.0,154.0,3.0,3.62,University Of Florida
282468,164.0,167.0,4.5,3.6,Purdue University
282490,157.0,164.0,4.0,3.7,UIUC
282491,158.0,168.0,4.5,4.0,"University Of California, Berkeley"
282500,156.0,162.0,0.0,4.0,Purdue University
282511,158.0,149.0,4.5,3.77,USC
282532,170.2127659574468,155.3191489361702,5.0,3.8,Washington University in St. Louis (WashU/WUSTL)
282535,159.0,165.0,4.0,3.86,University Of Maryland
282544,168.0,155.0,3.5,3.68,University Of Pennsylvania
282546,159.0,168.0,0.0,3.85,"University Of California, San Diego"
282547,159.0,168.0,0.0,3.85,Stanford University
282549,165.0,161.0,5.0,3.92,University Of Washington
282575,158.0,158.0,4.0,3.35,University Of Central Florida
282608,156.0,155.0,4.0,3.7,Oregon State University
282617,157.0,157.0,5.0,3.38,University Of Michigan
282618,167.0,147.0,0.0,3.9,University Of Washington
282631,159.0,155.0,4.0,3.96,University Of South Florida
282653,156.0,164.0,4.5,3.29,Ohio State University
282658,165.0,164.0,5.0,4.0,"University Of California, Davis"
282672,164.0,168.0,5.0,3.78,University Of Wisconsin-Madison
282673,170.2127659574468,130.0,4.0,3.7,University Of Utah
282676,159.0,151.0,4.0,3.73,University Of Arizona
282684,160.0,141.0,4.0,3.82,American University
282688,153.1914893617021,168.08510638297872,3.5,3.7,Rice University
282702,165.0,162.0,5.5,3.85,Stanford University
282714,150.0,156.0,0.0,3.67,American University
282717,162.0,162.0,0.0,3.3,American University
282737,158.0,170.0,4.0,3.62,UC Davis
282753,165.0,165.0,4.5,4.0,Cornell University
282765,159.0,170.0,4.0,3.9,Cornell University
282795,157.0,160.0,4.0,3.1,Tufts University
282796,163.0,166.0,5.5,3.74,Cornell University
282801,163.0,164.0,4.0,3.89,Purdue University
282805,158.0,167.0,3.5,3.83,University Of Wisconsin - Madison
282808,152.0,170.0,3.0,3.89,University Of Washington
282812,159.0,163.0,4.0,3.74,University Of Arizona
282817,161.0,161.0,5.0,3.55,University Of Michigan
282826,160.0,152.0,4.5,3.83,University Of Arizona
282836,166.0,158.0,5.0,3.81,University Of Southern California (USC)
282840,160.0,167.0,5.0,3.8,University Of Washington
282842,170.0,154.0,3.5,3.64,Ohio State University
282846,169.0,154.0,5.5,3.6,North Carolina State University
282847,166.0,168.0,6.0,3.97,University Of Wisconsin-Madison
282863,159.0,167.0,4.5,3.99,North Carolina State University
282864,157.0,164.0,5.0,3.56,New York University
282865,156.0,170.0,3.5,4.0,University Of Southern California
282873,167.0,163.0,5.5,3.68,UCLA
282897,158.0,158.0,0.0,3.4,UC Davis
282924,162.0,163.0,4.5,3.3,University Of Texas At Austin
282994,162.0,164.0,5.0,3.8,University Of Southern California
283014,167.0,162.0,5.0,3.59,Vanderbilt University
283061,157.0,161.0,0.0,4.0,University Of Colorado Boulder
283077,163.0,166.0,4.5,3.8,University Of Arizona
283093,154.0,168.0,3.0,3.72,University Of Chicago
283110,158.0,170.0,4.5,3.69,Rice University
283121,170.0,167.0,3.5,3.57,New York University (NYU)
283126,167.0,170.0,4.0,3.72,Ohio State University
283129,159.0,162.0,4.5,3.11,George Washington University
283137,167.0,170.0,4.0,3.75,"University Of Colorado, Boulder"
283146,170.0,153.0,3.0,3.7,Cornell University
283162,165.0,154.0,5.0,3.87,Georgetown University
283163,164.0,169.0,4.0,3.3,UT Austin
283167,169.0,157.0,5.0,3.68,University Of Chicago
283174,169.0,159.0,6.0,3.92,Washington University in St. Louis (WashU/WUSTL)
283184,168.0,164.0,5.0,3.8,University Of Texas At Dallas
283194,165.0,165.0,3.0,3.81,Cornell University
283195,167.0,170.0,5.0,3.98,"University Of Maryland, College Park"
283197,170.2127659574468,130.0,3.0,3.97,Arizona State University
283200,136.17021276595744,144.68085106382978,5.5,3.8,North Carolina State University
283203,131.91489361702128,148.93617021276594,5.5,3.97,North Carolina State University
283229,162.0,160.0,5.0,3.78,University Of Southern California
283242,170.0,170.0,5.5,3.8,University Of Chicago
283244,170.0,170.0,5.5,3.8,University Of Minnesota
283245,168.0,161.0,4.5,4.0,Washington University in St. Louis (WashU/WUSTL)
283250,163.0,165.0,4.0,3.38,University Of Delaware
283253,164.0,151.0,4.0,3.6,University Of Texas At Austin
283273,153.0,160.0,5.0,3.9,Rutgers University
283279,169.0,161.0,4.5,3.88,University Of Connecticut
283281,169.0,161.0,4.5,3.88,Ohio State University
283283,145.0,155.0,0.0,3.7,University Of Michigan
283287,163.0,157.0,6.0,3.7,George Mason University
283290,168.0,170.0,4.5,3.2,University Of Houston
283323,157.0,160.0,3.5,3.5,University Of Michigan
283331,159.0,162.0,5.0,3.1,University Of Michigan
283350,156.0,160.0,5.0,3.5,University Of Pennsylvania
283360,169.0,160.0,4.0,3.3,University Of Pennsylvania
283373,159.0,167.0,3.5,3.96,UCSD
283382,155.0,168.0,3.5,3.96,Ohio State University
283401,167.0,160.0,5.0,3.58,University Of Michigan
283420,157.0,168.0,3.5,3.4,"University Of Wisconsin, Madison"
283426,165.0,162.0,4.0,3.19,Syracuse University
283428,156.0,167.0,4.5,3.99,Washington University in St. Louis (WashU/WUSTL)
283438,156.0,163.0,4.0,3.4,University Of South Carolina
283450,161.0,164.0,5.0,3.92,University Of Michigan
283456,162.0,161.0,4.5,3.59,University Of Virginia
283468,160.0,165.0,4.5,3.97,"University Of Michigan, Ann Arbor"
283473,154.0,160.0,5.0,3.54,University Of Colorado Boulder
283486,163.0,157.0,5.0,3.3,Brown University
283494,165.0,168.0,5.0,3.29,Wayne State University
283497,167.0,170.0,4.0,3.99,University Of Chicago
283500,168.0,167.0,5.5,3.85,Princeton University
283514,162.0,167.0,4.0,3.87,University Of Southern California
283521,155.3191489361702,170.2127659574468,4.0,3.98,Princeton University
283522,167.0,167.0,4.5,3.97,Vanderbilt University
283526,168.0,165.0,5.5,3.96,UC Berkeley
283542,157.0,168.0,5.0,4.0,Yale University
283543,159.0,149.0,4.5,3.5,George Washington University
283544,162.0,165.0,5.0,3.67,Yale University
283551,166.0,160.0,5.0,4.0,UC Irvine
283553,170.0,170.0,5.0,4.0,University Of Chicago
283566,161.0,163.0,4.5,3.75,Vanderbilt University
283571,169.0,158.0,5.0,4.0,University Of Illinois At Urbana-Champaign
283589,151.0,161.0,4.0,3.6,University Of Minnesota
283591,170.0,168.0,5.5,3.98,Columbia University
283603,152.0,170.0,3.5,3.8,Syracuse University
283608,168.0,167.0,5.0,4.0,University Of Chicago
283610,159.0,156.0,4.0,3.54,Brown University
283645,162.0,168.0,3.5,4.0,University Of Chicago
283652,165.0,168.0,5.0,3.99,University Of Chicago
283658,160.0,165.0,4.5,3.4,University Of Texas At Austin
283668,151.0,164.0,3.5,3.8,Penn State University
283675,142.0,167.0,3.0,3.57,Rice University
283677,142.0,165.0,3.0,3.8,Purdue University
283681,160.0,144.0,3.0,3.3,University Of Kentucky
283684,161.0,164.0,5.0,3.28,University Of Florida
283693,153.0,162.0,3.0,3.63,Yale University
283703,130.0,144.68085106382978,5.0,3.53,University Of Southern California
283717,130.0,144.68085106382978,4.5,3.8,Boston University
283721,151.0,164.0,3.0,3.5,University Of Pittsburgh
283740,170.2127659574468,136.17021276595744,4.0,3.4,University Of Arizona
283741,170.2127659574468,136.17021276595744,4.0,3.4,University Of Southern California
283755,162.0,166.0,4.5,3.9,UC Berkeley
283772,160.0,149.0,4.0,2.86,University Of Kentucky
283782,168.0,161.0,6.0,3.98,Emory University
283784,168.0,163.0,5.0,4.0,Harvard University
283799,154.0,170.0,3.0,3.7,University Of Southern California
283804,164.0,166.0,5.0,3.75,Vanderbilt University
283805,157.0,163.0,4.5,3.51,"University Of Wisconsin, Madison"
283821,165.0,170.0,4.5,3.84,University Of Chicago
283823,161.0,169.0,4.0,3.91,Harvard University
283828,149.0,164.0,4.0,3.93,Clemson University
283831,165.0,159.0,4.0,3.2,University Of Minnesota
283835,161.0,146.0,5.0,3.89,Tufts University
283851,163.0,167.0,5.0,3.88,Brown University
283876,169.0,159.0,6.0,3.69,UC Irvine
283877,146.0,159.0,2.5,3.6,University Of Texas At Austin
283886,153.0,152.0,5.0,3.12,University Of Southern California
283890,165.0,153.0,4.0,3.6,University Of Oregon
283903,157.0,153.0,3.5,3.0,University Of Arizona
283911,169.0,158.0,5.0,4.0,Tufts University
283916,159.0,168.0,3.5,3.8,UC Berkeley
283922,157.0,158.0,0.0,3.2,UCLA
283942,164.0,168.0,4.0,3.6,Michigan State University
283947,157.0,160.0,4.5,3.84,Cornell University
283953,161.0,153.0,5.0,3.92,University Of Delaware
283954,170.0,161.0,5.5,3.3,University Of Pennsylvania
283959,163.0,161.0,5.5,3.9,University Of Wisconsin - Madison
283992,168.0,168.0,5.5,3.4,Tufts University
283996,163.0,157.0,4.5,3.6,UC Davis
284004,161.0,170.0,3.5,4.0,Princeton University
284007,163.0,148.0,6.0,4.0,Washington University in St. Louis (WashU/WUSTL)
284009,163.0,148.0,6.0,4.0,Columbia University
284010,161.0,167.0,3.5,3.8,Harvard University
284022,167.0,168.0,5.0,3.8,University Of Wisconsin - Madison
284031,161.0,145.0,5.0,3.94,Boston University
284038,163.0,170.0,4.5,3.94,UC Berkeley
284039,154.0,164.0,0.0,3.8,Cornell University
284042,157.0,164.0,5.0,3.67,Brown University
284043,157.0,153.0,5.0,3.8,Columbia University
284057,153.1914893617021,170.2127659574468,3.0,3.5,UC Berkeley
284063,158.0,159.0,4.0,3.5,University Of Central Florida
284078,150.0,169.0,4.0,3.93,USC
284083,169.0,167.0,4.0,3.85,Carnegie Mellon University (CMU)
284087,163.0,167.0,5.0,3.96,University Of Virginia
284088,162.0,162.0,4.0,3.5,Tufts University
284090,162.0,159.0,4.5,3.6,University Of Pennsylvania
